 3600 16824
 116 116 13924.00000000000
 116 117 -3481.000000000000
 116 176 -3481.000000000000
 117 116 -3481.000000000000
 117 117 13924.00000000000
 117 118 -3481.000000000000
 117 177 -3481.000000000000
 118 117 -3481.000000000000
 118 118 13924.00000000000
 118 119 -3481.000000000000
 118 178 -3481.000000000000
 119 118 -3481.000000000000
 119 119 13924.00000000000
 119 179 -3481.000000000000
 120 120 1.000000000000000
 121 121 1.000000000000000
 122 62 -3481.000000000000
 122 122 13924.00000000000
 122 123 -3481.000000000000
 122 182 -3481.000000000000
 123 63 -3481.000000000000
 123 122 -3481.000000000000
 123 123 13924.00000000000
 123 124 -3481.000000000000
 123 183 -3481.000000000000
 124 64 -3481.000000000000
 124 123 -3481.000000000000
 124 124 13924.00000000000
 124 125 -3481.000000000000
 124 184 -3481.000000000000
 125 65 -3481.000000000000
 125 124 -3481.000000000000
 125 125 13924.00000000000
 125 126 -3481.000000000000
 125 185 -3481.000000000000
 126 66 -3481.000000000000
 126 125 -3481.000000000000
 126 126 13924.00000000000
 126 127 -3481.000000000000
 126 186 -3481.000000000000
 127 67 -3481.000000000000
 127 126 -3481.000000000000
 127 127 13924.00000000000
 127 128 -3481.000000000000
 127 187 -3481.000000000000
 128 68 -3481.000000000000
 128 127 -3481.000000000000
 128 128 13924.00000000000
 128 129 -3481.000000000000
 128 188 -3481.000000000000
 129 69 -3481.000000000000
 129 128 -3481.000000000000
 129 129 13924.00000000000
 129 130 -3481.000000000000
 129 189 -3481.000000000000
 130 70 -3481.000000000000
 130 129 -3481.000000000000
 130 130 13924.00000000000
 130 131 -3481.000000000000
 130 190 -3481.000000000000
 131 71 -3481.000000000000
 131 130 -3481.000000000000
 131 131 13924.00000000000
 131 132 -3481.000000000000
 131 191 -3481.000000000000
 132 72 -3481.000000000000
 132 131 -3481.000000000000
 132 132 13924.00000000000
 132 133 -3481.000000000000
 132 192 -3481.000000000000
 133 73 -3481.000000000000
 133 132 -3481.000000000000
 133 133 13924.00000000000
 133 134 -3481.000000000000
 133 193 -3481.000000000000
 134 74 -3481.000000000000
 134 133 -3481.000000000000
 134 134 13924.00000000000
 134 135 -3481.000000000000
 134 194 -3481.000000000000
 135 75 -3481.000000000000
 135 134 -3481.000000000000
 135 135 13924.00000000000
 135 136 -3481.000000000000
 135 195 -3481.000000000000
 136 76 -3481.000000000000
 136 135 -3481.000000000000
 136 136 13924.00000000000
 136 137 -3481.000000000000
 136 196 -3481.000000000000
 137 77 -3481.000000000000
 137 136 -3481.000000000000
 137 137 13924.00000000000
 137 138 -3481.000000000000
 137 197 -3481.000000000000
 138 78 -3481.000000000000
 138 137 -3481.000000000000
 138 138 13924.00000000000
 138 139 -3481.000000000000
 138 198 -3481.000000000000
 139 79 -3481.000000000000
 139 138 -3481.000000000000
 139 139 13924.00000000000
 139 140 -3481.000000000000
 139 199 -3481.000000000000
 140 80 -3481.000000000000
 140 139 -3481.000000000000
 140 140 13924.00000000000
 140 141 -3481.000000000000
 140 200 -3481.000000000000
 141 81 -3481.000000000000
 141 140 -3481.000000000000
 141 141 13924.00000000000
 141 142 -3481.000000000000
 141 201 -3481.000000000000
 142 82 -3481.000000000000
 142 141 -3481.000000000000
 142 142 13924.00000000000
 142 143 -3481.000000000000
 142 202 -3481.000000000000
 143 83 -3481.000000000000
 143 142 -3481.000000000000
 143 143 13924.00000000000
 143 144 -3481.000000000000
 143 203 -3481.000000000000
 144 84 -3481.000000000000
 144 143 -3481.000000000000
 144 144 13924.00000000000
 144 145 -3481.000000000000
 144 204 -3481.000000000000
 145 85 -3481.000000000000
 145 144 -3481.000000000000
 145 145 13924.00000000000
 145 146 -3481.000000000000
 145 205 -3481.000000000000
 146 86 -3481.000000000000
 146 145 -3481.000000000000
 146 146 13924.00000000000
 146 147 -3481.000000000000
 146 206 -3481.000000000000
 147 87 -3481.000000000000
 147 146 -3481.000000000000
 147 147 13924.00000000000
 147 148 -3481.000000000000
 147 207 -3481.000000000000
 148 88 -3481.000000000000
 148 147 -3481.000000000000
 148 148 13924.00000000000
 148 149 -3481.000000000000
 148 208 -3481.000000000000
 149 89 -3481.000000000000
 149 148 -3481.000000000000
 149 149 13924.00000000000
 149 150 -3481.000000000000
 149 209 -3481.000000000000
 150 90 -3481.000000000000
 150 149 -3481.000000000000
 150 150 13924.00000000000
 150 151 -3481.000000000000
 150 210 -3481.000000000000
 151 91 -3481.000000000000
 151 150 -3481.000000000000
 151 151 13924.00000000000
 151 152 -3481.000000000000
 151 211 -3481.000000000000
 152 92 -3481.000000000000
 152 151 -3481.000000000000
 152 152 13924.00000000000
 152 153 -3481.000000000000
 152 212 -3481.000000000000
 153 93 -3481.000000000000
 153 152 -3481.000000000000
 153 153 13924.00000000000
 153 154 -3481.000000000000
 153 213 -3481.000000000000
 154 94 -3481.000000000000
 154 153 -3481.000000000000
 154 154 13924.00000000000
 154 155 -3481.000000000000
 154 214 -3481.000000000000
 155 95 -3481.000000000000
 155 154 -3481.000000000000
 155 155 13924.00000000000
 155 156 -3481.000000000000
 155 215 -3481.000000000000
 156 96 -3481.000000000000
 156 155 -3481.000000000000
 156 156 13924.00000000000
 156 157 -3481.000000000000
 156 216 -3481.000000000000
 157 97 -3481.000000000000
 157 156 -3481.000000000000
 157 157 13924.00000000000
 157 158 -3481.000000000000
 157 217 -3481.000000000000
 158 98 -3481.000000000000
 158 157 -3481.000000000000
 158 158 13924.00000000000
 158 159 -3481.000000000000
 158 218 -3481.000000000000
 159 99 -3481.000000000000
 159 158 -3481.000000000000
 159 159 13924.00000000000
 159 160 -3481.000000000000
 159 219 -3481.000000000000
 160 100 -3481.000000000000
 160 159 -3481.000000000000
 160 160 13924.00000000000
 160 161 -3481.000000000000
 160 220 -3481.000000000000
 161 101 -3481.000000000000
 161 160 -3481.000000000000
 161 161 13924.00000000000
 161 162 -3481.000000000000
 161 221 -3481.000000000000
 162 102 -3481.000000000000
 162 161 -3481.000000000000
 162 162 13924.00000000000
 162 163 -3481.000000000000
 162 222 -3481.000000000000
 163 103 -3481.000000000000
 163 162 -3481.000000000000
 163 163 13924.00000000000
 163 164 -3481.000000000000
 163 223 -3481.000000000000
 164 104 -3481.000000000000
 164 163 -3481.000000000000
 164 164 13924.00000000000
 164 165 -3481.000000000000
 164 224 -3481.000000000000
 165 105 -3481.000000000000
 165 164 -3481.000000000000
 165 165 13924.00000000000
 165 166 -3481.000000000000
 165 225 -3481.000000000000
 166 106 -3481.000000000000
 166 165 -3481.000000000000
 166 166 13924.00000000000
 166 167 -3481.000000000000
 166 226 -3481.000000000000
 167 107 -3481.000000000000
 167 166 -3481.000000000000
 167 167 13924.00000000000
 167 168 -3481.000000000000
 167 227 -3481.000000000000
 168 108 -3481.000000000000
 168 167 -3481.000000000000
 168 168 13924.00000000000
 168 169 -3481.000000000000
 168 228 -3481.000000000000
 169 109 -3481.000000000000
 169 168 -3481.000000000000
 169 169 13924.00000000000
 169 170 -3481.000000000000
 169 229 -3481.000000000000
 170 110 -3481.000000000000
 170 169 -3481.000000000000
 170 170 13924.00000000000
 170 171 -3481.000000000000
 170 230 -3481.000000000000
 171 111 -3481.000000000000
 171 170 -3481.000000000000
 171 171 13924.00000000000
 171 172 -3481.000000000000
 171 231 -3481.000000000000
 172 112 -3481.000000000000
 172 171 -3481.000000000000
 172 172 13924.00000000000
 172 173 -3481.000000000000
 172 232 -3481.000000000000
 173 113 -3481.000000000000
 173 172 -3481.000000000000
 173 173 13924.00000000000
 173 174 -3481.000000000000
 173 233 -3481.000000000000
 174 114 -3481.000000000000
 174 173 -3481.000000000000
 174 174 13924.00000000000
 174 175 -3481.000000000000
 174 234 -3481.000000000000
 175 115 -3481.000000000000
 175 174 -3481.000000000000
 175 175 13924.00000000000
 175 176 -3481.000000000000
 175 235 -3481.000000000000
 176 116 -3481.000000000000
 176 175 -3481.000000000000
 176 176 13924.00000000000
 176 177 -3481.000000000000
 176 236 -3481.000000000000
 177 117 -3481.000000000000
 177 176 -3481.000000000000
 177 177 13924.00000000000
 177 178 -3481.000000000000
 177 237 -3481.000000000000
 178 118 -3481.000000000000
 178 177 -3481.000000000000
 178 178 13924.00000000000
 178 179 -3481.000000000000
 178 238 -3481.000000000000
 179 119 -3481.000000000000
 179 178 -3481.000000000000
 179 179 13924.00000000000
 179 239 -3481.000000000000
 180 180 1.000000000000000
 181 181 1.000000000000000
 182 122 -3481.000000000000
 182 182 13924.00000000000
 182 183 -3481.000000000000
 182 242 -3481.000000000000
 183 123 -3481.000000000000
 183 182 -3481.000000000000
 183 183 13924.00000000000
 183 184 -3481.000000000000
 183 243 -3481.000000000000
 184 124 -3481.000000000000
 184 183 -3481.000000000000
 184 184 13924.00000000000
 184 185 -3481.000000000000
 184 244 -3481.000000000000
 185 125 -3481.000000000000
 185 184 -3481.000000000000
 185 185 13924.00000000000
 185 186 -3481.000000000000
 185 245 -3481.000000000000
 186 126 -3481.000000000000
 186 185 -3481.000000000000
 186 186 13924.00000000000
 186 187 -3481.000000000000
 186 246 -3481.000000000000
 187 127 -3481.000000000000
 187 186 -3481.000000000000
 187 187 13924.00000000000
 187 188 -3481.000000000000
 187 247 -3481.000000000000
 188 128 -3481.000000000000
 188 187 -3481.000000000000
 188 188 13924.00000000000
 188 189 -3481.000000000000
 188 248 -3481.000000000000
 189 129 -3481.000000000000
 189 188 -3481.000000000000
 189 189 13924.00000000000
 189 190 -3481.000000000000
 189 249 -3481.000000000000
 190 130 -3481.000000000000
 190 189 -3481.000000000000
 190 190 13924.00000000000
 190 191 -3481.000000000000
 190 250 -3481.000000000000
 191 131 -3481.000000000000
 191 190 -3481.000000000000
 191 191 13924.00000000000
 191 192 -3481.000000000000
 191 251 -3481.000000000000
 192 132 -3481.000000000000
 192 191 -3481.000000000000
 192 192 13924.00000000000
 192 193 -3481.000000000000
 192 252 -3481.000000000000
 193 133 -3481.000000000000
 193 192 -3481.000000000000
 193 193 13924.00000000000
 193 194 -3481.000000000000
 193 253 -3481.000000000000
 194 134 -3481.000000000000
 194 193 -3481.000000000000
 194 194 13924.00000000000
 194 195 -3481.000000000000
 194 254 -3481.000000000000
 195 135 -3481.000000000000
 195 194 -3481.000000000000
 195 195 13924.00000000000
 195 196 -3481.000000000000
 195 255 -3481.000000000000
 196 136 -3481.000000000000
 196 195 -3481.000000000000
 196 196 13924.00000000000
 196 197 -3481.000000000000
 196 256 -3481.000000000000
 197 137 -3481.000000000000
 197 196 -3481.000000000000
 197 197 13924.00000000000
 197 198 -3481.000000000000
 197 257 -3481.000000000000
 198 138 -3481.000000000000
 198 197 -3481.000000000000
 198 198 13924.00000000000
 198 199 -3481.000000000000
 198 258 -3481.000000000000
 199 139 -3481.000000000000
 199 198 -3481.000000000000
 199 199 13924.00000000000
 199 200 -3481.000000000000
 199 259 -3481.000000000000
 200 140 -3481.000000000000
 200 199 -3481.000000000000
 200 200 13924.00000000000
 200 201 -3481.000000000000
 200 260 -3481.000000000000
 201 141 -3481.000000000000
 201 200 -3481.000000000000
 201 201 13924.00000000000
 201 202 -3481.000000000000
 201 261 -3481.000000000000
 202 142 -3481.000000000000
 202 201 -3481.000000000000
 202 202 13924.00000000000
 202 203 -3481.000000000000
 202 262 -3481.000000000000
 203 143 -3481.000000000000
 203 202 -3481.000000000000
 203 203 13924.00000000000
 203 204 -3481.000000000000
 203 263 -3481.000000000000
 204 144 -3481.000000000000
 204 203 -3481.000000000000
 204 204 13924.00000000000
 204 205 -3481.000000000000
 204 264 -3481.000000000000
 205 145 -3481.000000000000
 205 204 -3481.000000000000
 205 205 13924.00000000000
 205 206 -3481.000000000000
 205 265 -3481.000000000000
 206 146 -3481.000000000000
 206 205 -3481.000000000000
 206 206 13924.00000000000
 206 207 -3481.000000000000
 206 266 -3481.000000000000
 207 147 -3481.000000000000
 207 206 -3481.000000000000
 207 207 13924.00000000000
 207 208 -3481.000000000000
 207 267 -3481.000000000000
 208 148 -3481.000000000000
 208 207 -3481.000000000000
 208 208 13924.00000000000
 208 209 -3481.000000000000
 208 268 -3481.000000000000
 209 149 -3481.000000000000
 209 208 -3481.000000000000
 209 209 13924.00000000000
 209 210 -3481.000000000000
 209 269 -3481.000000000000
 210 150 -3481.000000000000
 210 209 -3481.000000000000
 210 210 13924.00000000000
 210 211 -3481.000000000000
 210 270 -3481.000000000000
 211 151 -3481.000000000000
 211 210 -3481.000000000000
 211 211 13924.00000000000
 211 212 -3481.000000000000
 211 271 -3481.000000000000
 212 152 -3481.000000000000
 212 211 -3481.000000000000
 212 212 13924.00000000000
 212 213 -3481.000000000000
 212 272 -3481.000000000000
 213 153 -3481.000000000000
 213 212 -3481.000000000000
 213 213 13924.00000000000
 213 214 -3481.000000000000
 213 273 -3481.000000000000
 214 154 -3481.000000000000
 214 213 -3481.000000000000
 214 214 13924.00000000000
 214 215 -3481.000000000000
 214 274 -3481.000000000000
 215 155 -3481.000000000000
 215 214 -3481.000000000000
 215 215 13924.00000000000
 215 216 -3481.000000000000
 215 275 -3481.000000000000
 216 156 -3481.000000000000
 216 215 -3481.000000000000
 216 216 13924.00000000000
 216 217 -3481.000000000000
 216 276 -3481.000000000000
 217 157 -3481.000000000000
 217 216 -3481.000000000000
 217 217 13924.00000000000
 217 218 -3481.000000000000
 217 277 -3481.000000000000
 218 158 -3481.000000000000
 218 217 -3481.000000000000
 218 218 13924.00000000000
 218 219 -3481.000000000000
 218 278 -3481.000000000000
 219 159 -3481.000000000000
 219 218 -3481.000000000000
 219 219 13924.00000000000
 219 220 -3481.000000000000
 219 279 -3481.000000000000
 220 160 -3481.000000000000
 220 219 -3481.000000000000
 220 220 13924.00000000000
 220 221 -3481.000000000000
 220 280 -3481.000000000000
 221 161 -3481.000000000000
 221 220 -3481.000000000000
 221 221 13924.00000000000
 221 222 -3481.000000000000
 221 281 -3481.000000000000
 222 162 -3481.000000000000
 222 221 -3481.000000000000
 222 222 13924.00000000000
 222 223 -3481.000000000000
 222 282 -3481.000000000000
 223 163 -3481.000000000000
 223 222 -3481.000000000000
 223 223 13924.00000000000
 223 224 -3481.000000000000
 223 283 -3481.000000000000
 224 164 -3481.000000000000
 224 223 -3481.000000000000
 224 224 13924.00000000000
 224 225 -3481.000000000000
 224 284 -3481.000000000000
 225 165 -3481.000000000000
 225 224 -3481.000000000000
 225 225 13924.00000000000
 225 226 -3481.000000000000
 225 285 -3481.000000000000
 226 166 -3481.000000000000
 226 225 -3481.000000000000
 226 226 13924.00000000000
 226 227 -3481.000000000000
 226 286 -3481.000000000000
 227 167 -3481.000000000000
 227 226 -3481.000000000000
 227 227 13924.00000000000
 227 228 -3481.000000000000
 227 287 -3481.000000000000
 228 168 -3481.000000000000
 228 227 -3481.000000000000
 228 228 13924.00000000000
 228 229 -3481.000000000000
 228 288 -3481.000000000000
 229 169 -3481.000000000000
 229 228 -3481.000000000000
 229 229 13924.00000000000
 229 230 -3481.000000000000
 229 289 -3481.000000000000
 230 170 -3481.000000000000
 230 229 -3481.000000000000
 230 230 13924.00000000000
 230 231 -3481.000000000000
 230 290 -3481.000000000000
 231 171 -3481.000000000000
 231 230 -3481.000000000000
 231 231 13924.00000000000
 231 232 -3481.000000000000
 231 291 -3481.000000000000
 232 172 -3481.000000000000
 232 231 -3481.000000000000
 232 232 13924.00000000000
 232 233 -3481.000000000000
 232 292 -3481.000000000000
 233 173 -3481.000000000000
 233 232 -3481.000000000000
 233 233 13924.00000000000
 233 234 -3481.000000000000
 233 293 -3481.000000000000
 234 174 -3481.000000000000
 234 233 -3481.000000000000
 234 234 13924.00000000000
 234 235 -3481.000000000000
 234 294 -3481.000000000000
 235 175 -3481.000000000000
 235 234 -3481.000000000000
 235 235 13924.00000000000
 235 236 -3481.000000000000
 235 295 -3481.000000000000
 236 176 -3481.000000000000
 236 235 -3481.000000000000
 236 236 13924.00000000000
 236 237 -3481.000000000000
 236 296 -3481.000000000000
 237 177 -3481.000000000000
 237 236 -3481.000000000000
 237 237 13924.00000000000
 237 238 -3481.000000000000
 237 297 -3481.000000000000
 238 178 -3481.000000000000
 238 237 -3481.000000000000
 238 238 13924.00000000000
 238 239 -3481.000000000000
 238 298 -3481.000000000000
 239 179 -3481.000000000000
 239 238 -3481.000000000000
 239 239 13924.00000000000
 239 299 -3481.000000000000
 240 240 1.000000000000000
 241 241 1.000000000000000
 242 182 -3481.000000000000
 242 242 13924.00000000000
 242 243 -3481.000000000000
 242 302 -3481.000000000000
 243 183 -3481.000000000000
 243 242 -3481.000000000000
 243 243 13924.00000000000
 243 244 -3481.000000000000
 243 303 -3481.000000000000
 244 184 -3481.000000000000
 244 243 -3481.000000000000
 244 244 13924.00000000000
 244 245 -3481.000000000000
 244 304 -3481.000000000000
 245 185 -3481.000000000000
 245 244 -3481.000000000000
 245 245 13924.00000000000
 245 246 -3481.000000000000
 245 305 -3481.000000000000
 246 186 -3481.000000000000
 246 245 -3481.000000000000
 246 246 13924.00000000000
 246 247 -3481.000000000000
 246 306 -3481.000000000000
 247 187 -3481.000000000000
 247 246 -3481.000000000000
 247 247 13924.00000000000
 247 248 -3481.000000000000
 247 307 -3481.000000000000
 248 188 -3481.000000000000
 248 247 -3481.000000000000
 248 248 13924.00000000000
 248 249 -3481.000000000000
 248 308 -3481.000000000000
 249 189 -3481.000000000000
 249 248 -3481.000000000000
 249 249 13924.00000000000
 249 250 -3481.000000000000
 249 309 -3481.000000000000
 250 190 -3481.000000000000
 250 249 -3481.000000000000
 250 250 13924.00000000000
 250 251 -3481.000000000000
 250 310 -3481.000000000000
 251 191 -3481.000000000000
 251 250 -3481.000000000000
 251 251 13924.00000000000
 251 252 -3481.000000000000
 251 311 -3481.000000000000
 252 192 -3481.000000000000
 252 251 -3481.000000000000
 252 252 13924.00000000000
 252 253 -3481.000000000000
 252 312 -3481.000000000000
 253 193 -3481.000000000000
 253 252 -3481.000000000000
 253 253 13924.00000000000
 253 254 -3481.000000000000
 253 313 -3481.000000000000
 254 194 -3481.000000000000
 254 253 -3481.000000000000
 254 254 13924.00000000000
 254 255 -3481.000000000000
 254 314 -3481.000000000000
 255 195 -3481.000000000000
 255 254 -3481.000000000000
 255 255 13924.00000000000
 255 256 -3481.000000000000
 255 315 -3481.000000000000
 256 196 -3481.000000000000
 256 255 -3481.000000000000
 256 256 13924.00000000000
 256 257 -3481.000000000000
 256 316 -3481.000000000000
 257 197 -3481.000000000000
 257 256 -3481.000000000000
 257 257 13924.00000000000
 257 258 -3481.000000000000
 257 317 -3481.000000000000
 258 198 -3481.000000000000
 258 257 -3481.000000000000
 258 258 13924.00000000000
 258 259 -3481.000000000000
 258 318 -3481.000000000000
 259 199 -3481.000000000000
 259 258 -3481.000000000000
 259 259 13924.00000000000
 259 260 -3481.000000000000
 259 319 -3481.000000000000
 260 200 -3481.000000000000
 260 259 -3481.000000000000
 260 260 13924.00000000000
 260 261 -3481.000000000000
 260 320 -3481.000000000000
 261 201 -3481.000000000000
 261 260 -3481.000000000000
 261 261 13924.00000000000
 261 262 -3481.000000000000
 261 321 -3481.000000000000
 262 202 -3481.000000000000
 262 261 -3481.000000000000
 262 262 13924.00000000000
 262 263 -3481.000000000000
 262 322 -3481.000000000000
 263 203 -3481.000000000000
 263 262 -3481.000000000000
 263 263 13924.00000000000
 263 264 -3481.000000000000
 263 323 -3481.000000000000
 264 204 -3481.000000000000
 264 263 -3481.000000000000
 264 264 13924.00000000000
 264 265 -3481.000000000000
 264 324 -3481.000000000000
 265 205 -3481.000000000000
 265 264 -3481.000000000000
 265 265 13924.00000000000
 265 266 -3481.000000000000
 265 325 -3481.000000000000
 266 206 -3481.000000000000
 266 265 -3481.000000000000
 266 266 13924.00000000000
 266 267 -3481.000000000000
 266 326 -3481.000000000000
 267 207 -3481.000000000000
 267 266 -3481.000000000000
 267 267 13924.00000000000
 267 268 -3481.000000000000
 267 327 -3481.000000000000
 268 208 -3481.000000000000
 268 267 -3481.000000000000
 268 268 13924.00000000000
 268 269 -3481.000000000000
 268 328 -3481.000000000000
 269 209 -3481.000000000000
 269 268 -3481.000000000000
 269 269 13924.00000000000
 269 270 -3481.000000000000
 269 329 -3481.000000000000
 270 210 -3481.000000000000
 270 269 -3481.000000000000
 270 270 13924.00000000000
 270 271 -3481.000000000000
 270 330 -3481.000000000000
 271 211 -3481.000000000000
