 2500 11524
 109 59 -2401.000000000000
 109 108 -2401.000000000000
 109 109 9604.000000000000
 109 110 -2401.000000000000
 109 159 -2401.000000000000
 110 60 -2401.000000000000
 110 109 -2401.000000000000
 110 110 9604.000000000000
 110 111 -2401.000000000000
 110 160 -2401.000000000000
 111 61 -2401.000000000000
 111 110 -2401.000000000000
 111 111 9604.000000000000
 111 112 -2401.000000000000
 111 161 -2401.000000000000
 112 62 -2401.000000000000
 112 111 -2401.000000000000
 112 112 9604.000000000000
 112 113 -2401.000000000000
 112 162 -2401.000000000000
 113 63 -2401.000000000000
 113 112 -2401.000000000000
 113 113 9604.000000000000
 113 114 -2401.000000000000
 113 163 -2401.000000000000
 114 64 -2401.000000000000
 114 113 -2401.000000000000
 114 114 9604.000000000000
 114 115 -2401.000000000000
 114 164 -2401.000000000000
 115 65 -2401.000000000000
 115 114 -2401.000000000000
 115 115 9604.000000000000
 115 116 -2401.000000000000
 115 165 -2401.000000000000
 116 66 -2401.000000000000
 116 115 -2401.000000000000
 116 116 9604.000000000000
 116 117 -2401.000000000000
 116 166 -2401.000000000000
 117 67 -2401.000000000000
 117 116 -2401.000000000000
 117 117 9604.000000000000
 117 118 -2401.000000000000
 117 167 -2401.000000000000
 118 68 -2401.000000000000
 118 117 -2401.000000000000
 118 118 9604.000000000000
 118 119 -2401.000000000000
 118 168 -2401.000000000000
 119 69 -2401.000000000000
 119 118 -2401.000000000000
 119 119 9604.000000000000
 119 120 -2401.000000000000
 119 169 -2401.000000000000
 120 70 -2401.000000000000
 120 119 -2401.000000000000
 120 120 9604.000000000000
 120 121 -2401.000000000000
 120 170 -2401.000000000000
 121 71 -2401.000000000000
 121 120 -2401.000000000000
 121 121 9604.000000000000
 121 122 -2401.000000000000
 121 171 -2401.000000000000
 122 72 -2401.000000000000
 122 121 -2401.000000000000
 122 122 9604.000000000000
 122 123 -2401.000000000000
 122 172 -2401.000000000000
 123 73 -2401.000000000000
 123 122 -2401.000000000000
 123 123 9604.000000000000
 123 124 -2401.000000000000
 123 173 -2401.000000000000
 124 74 -2401.000000000000
 124 123 -2401.000000000000
 124 124 9604.000000000000
 124 125 -2401.000000000000
 124 174 -2401.000000000000
 125 75 -2401.000000000000
 125 124 -2401.000000000000
 125 125 9604.000000000000
 125 126 -2401.000000000000
 125 175 -2401.000000000000
 126 76 -2401.000000000000
 126 125 -2401.000000000000
 126 126 9604.000000000000
 126 127 -2401.000000000000
 126 176 -2401.000000000000
 127 77 -2401.000000000000
 127 126 -2401.000000000000
 127 127 9604.000000000000
 127 128 -2401.000000000000
 127 177 -2401.000000000000
 128 78 -2401.000000000000
 128 127 -2401.000000000000
 128 128 9604.000000000000
 128 129 -2401.000000000000
 128 178 -2401.000000000000
 129 79 -2401.000000000000
 129 128 -2401.000000000000
 129 129 9604.000000000000
 129 130 -2401.000000000000
 129 179 -2401.000000000000
 130 80 -2401.000000000000
 130 129 -2401.000000000000
 130 130 9604.000000000000
 130 131 -2401.000000000000
 130 180 -2401.000000000000
 131 81 -2401.000000000000
 131 130 -2401.000000000000
 131 131 9604.000000000000
 131 132 -2401.000000000000
 131 181 -2401.000000000000
 132 82 -2401.000000000000
 132 131 -2401.000000000000
 132 132 9604.000000000000
 132 133 -2401.000000000000
 132 182 -2401.000000000000
 133 83 -2401.000000000000
 133 132 -2401.000000000000
 133 133 9604.000000000000
 133 134 -2401.000000000000
 133 183 -2401.000000000000
 134 84 -2401.000000000000
 134 133 -2401.000000000000
 134 134 9604.000000000000
 134 135 -2401.000000000000
 134 184 -2401.000000000000
 135 85 -2401.000000000000
 135 134 -2401.000000000000
 135 135 9604.000000000000
 135 136 -2401.000000000000
 135 185 -2401.000000000000
 136 86 -2401.000000000000
 136 135 -2401.000000000000
 136 136 9604.000000000000
 136 137 -2401.000000000000
 136 186 -2401.000000000000
 137 87 -2401.000000000000
 137 136 -2401.000000000000
 137 137 9604.000000000000
 137 138 -2401.000000000000
 137 187 -2401.000000000000
 138 88 -2401.000000000000
 138 137 -2401.000000000000
 138 138 9604.000000000000
 138 139 -2401.000000000000
 138 188 -2401.000000000000
 139 89 -2401.000000000000
 139 138 -2401.000000000000
 139 139 9604.000000000000
 139 140 -2401.000000000000
 139 189 -2401.000000000000
 140 90 -2401.000000000000
 140 139 -2401.000000000000
 140 140 9604.000000000000
 140 141 -2401.000000000000
 140 190 -2401.000000000000
 141 91 -2401.000000000000
 141 140 -2401.000000000000
 141 141 9604.000000000000
 141 142 -2401.000000000000
 141 191 -2401.000000000000
 142 92 -2401.000000000000
 142 141 -2401.000000000000
 142 142 9604.000000000000
 142 143 -2401.000000000000
 142 192 -2401.000000000000
 143 93 -2401.000000000000
 143 142 -2401.000000000000
 143 143 9604.000000000000
 143 144 -2401.000000000000
 143 193 -2401.000000000000
 144 94 -2401.000000000000
 144 143 -2401.000000000000
 144 144 9604.000000000000
 144 145 -2401.000000000000
 144 194 -2401.000000000000
 145 95 -2401.000000000000
 145 144 -2401.000000000000
 145 145 9604.000000000000
 145 146 -2401.000000000000
 145 195 -2401.000000000000
 146 96 -2401.000000000000
 146 145 -2401.000000000000
 146 146 9604.000000000000
 146 147 -2401.000000000000
 146 196 -2401.000000000000
 147 97 -2401.000000000000
 147 146 -2401.000000000000
 147 147 9604.000000000000
 147 148 -2401.000000000000
 147 197 -2401.000000000000
 148 98 -2401.000000000000
 148 147 -2401.000000000000
 148 148 9604.000000000000
 148 149 -2401.000000000000
 148 198 -2401.000000000000
 149 99 -2401.000000000000
 149 148 -2401.000000000000
 149 149 9604.000000000000
 149 199 -2401.000000000000
 150 150 1.000000000000000
 151 151 1.000000000000000
 152 102 -2401.000000000000
 152 152 9604.000000000000
 152 153 -2401.000000000000
 152 202 -2401.000000000000
 153 103 -2401.000000000000
 153 152 -2401.000000000000
 153 153 9604.000000000000
 153 154 -2401.000000000000
 153 203 -2401.000000000000
 154 104 -2401.000000000000
 154 153 -2401.000000000000
 154 154 9604.000000000000
 154 155 -2401.000000000000
 154 204 -2401.000000000000
 155 105 -2401.000000000000
 155 154 -2401.000000000000
 155 155 9604.000000000000
 155 156 -2401.000000000000
 155 205 -2401.000000000000
 156 106 -2401.000000000000
 156 155 -2401.000000000000
 156 156 9604.000000000000
 156 157 -2401.000000000000
 156 206 -2401.000000000000
 157 107 -2401.000000000000
 157 156 -2401.000000000000
 157 157 9604.000000000000
 157 158 -2401.000000000000
 157 207 -2401.000000000000
 158 108 -2401.000000000000
 158 157 -2401.000000000000
 158 158 9604.000000000000
 158 159 -2401.000000000000
 158 208 -2401.000000000000
 159 109 -2401.000000000000
 159 158 -2401.000000000000
 159 159 9604.000000000000
 159 160 -2401.000000000000
 159 209 -2401.000000000000
 160 110 -2401.000000000000
 160 159 -2401.000000000000
 160 160 9604.000000000000
 160 161 -2401.000000000000
 160 210 -2401.000000000000
 161 111 -2401.000000000000
 161 160 -2401.000000000000
 161 161 9604.000000000000
 161 162 -2401.000000000000
 161 211 -2401.000000000000
 162 112 -2401.000000000000
 162 161 -2401.000000000000
 162 162 9604.000000000000
 162 163 -2401.000000000000
 162 212 -2401.000000000000
 163 113 -2401.000000000000
 163 162 -2401.000000000000
 163 163 9604.000000000000
 163 164 -2401.000000000000
 163 213 -2401.000000000000
 164 114 -2401.000000000000
 164 163 -2401.000000000000
 164 164 9604.000000000000
 164 165 -2401.000000000000
 164 214 -2401.000000000000
 165 115 -2401.000000000000
 165 164 -2401.000000000000
 165 165 9604.000000000000
 165 166 -2401.000000000000
 165 215 -2401.000000000000
 166 116 -2401.000000000000
 166 165 -2401.000000000000
 166 166 9604.000000000000
 166 167 -2401.000000000000
 166 216 -2401.000000000000
 167 117 -2401.000000000000
 167 166 -2401.000000000000
 167 167 9604.000000000000
 167 168 -2401.000000000000
 167 217 -2401.000000000000
 168 118 -2401.000000000000
 168 167 -2401.000000000000
 168 168 9604.000000000000
 168 169 -2401.000000000000
 168 218 -2401.000000000000
 169 119 -2401.000000000000
 169 168 -2401.000000000000
 169 169 9604.000000000000
 169 170 -2401.000000000000
 169 219 -2401.000000000000
 170 120 -2401.000000000000
 170 169 -2401.000000000000
 170 170 9604.000000000000
 170 171 -2401.000000000000
 170 220 -2401.000000000000
 171 121 -2401.000000000000
 171 170 -2401.000000000000
 171 171 9604.000000000000
 171 172 -2401.000000000000
 171 221 -2401.000000000000
 172 122 -2401.000000000000
 172 171 -2401.000000000000
 172 172 9604.000000000000
 172 173 -2401.000000000000
 172 222 -2401.000000000000
 173 123 -2401.000000000000
 173 172 -2401.000000000000
 173 173 9604.000000000000
 173 174 -2401.000000000000
 173 223 -2401.000000000000
 174 124 -2401.000000000000
 174 173 -2401.000000000000
 174 174 9604.000000000000
 174 175 -2401.000000000000
 174 224 -2401.000000000000
 175 125 -2401.000000000000
 175 174 -2401.000000000000
 175 175 9604.000000000000
 175 176 -2401.000000000000
 175 225 -2401.000000000000
 176 126 -2401.000000000000
 176 175 -2401.000000000000
 176 176 9604.000000000000
 176 177 -2401.000000000000
 176 226 -2401.000000000000
 177 127 -2401.000000000000
 177 176 -2401.000000000000
 177 177 9604.000000000000
 177 178 -2401.000000000000
 177 227 -2401.000000000000
 178 128 -2401.000000000000
 178 177 -2401.000000000000
 178 178 9604.000000000000
 178 179 -2401.000000000000
 178 228 -2401.000000000000
 179 129 -2401.000000000000
 179 178 -2401.000000000000
 179 179 9604.000000000000
 179 180 -2401.000000000000
 179 229 -2401.000000000000
 180 130 -2401.000000000000
 180 179 -2401.000000000000
 180 180 9604.000000000000
 180 181 -2401.000000000000
 180 230 -2401.000000000000
 181 131 -2401.000000000000
 181 180 -2401.000000000000
 181 181 9604.000000000000
 181 182 -2401.000000000000
 181 231 -2401.000000000000
 182 132 -2401.000000000000
 182 181 -2401.000000000000
 182 182 9604.000000000000
 182 183 -2401.000000000000
 182 232 -2401.000000000000
 183 133 -2401.000000000000
 183 182 -2401.000000000000
 183 183 9604.000000000000
 183 184 -2401.000000000000
 183 233 -2401.000000000000
 184 134 -2401.000000000000
 184 183 -2401.000000000000
 184 184 9604.000000000000
 184 185 -2401.000000000000
 184 234 -2401.000000000000
 185 135 -2401.000000000000
 185 184 -2401.000000000000
 185 185 9604.000000000000
 185 186 -2401.000000000000
 185 235 -2401.000000000000
 186 136 -2401.000000000000
 186 185 -2401.000000000000
 186 186 9604.000000000000
 186 187 -2401.000000000000
 186 236 -2401.000000000000
 187 137 -2401.000000000000
 187 186 -2401.000000000000
 187 187 9604.000000000000
 187 188 -2401.000000000000
 187 237 -2401.000000000000
 188 138 -2401.000000000000
 188 187 -2401.000000000000
 188 188 9604.000000000000
 188 189 -2401.000000000000
 188 238 -2401.000000000000
 189 139 -2401.000000000000
 189 188 -2401.000000000000
 189 189 9604.000000000000
 189 190 -2401.000000000000
 189 239 -2401.000000000000
 190 140 -2401.000000000000
 190 189 -2401.000000000000
 190 190 9604.000000000000
 190 191 -2401.000000000000
 190 240 -2401.000000000000
 191 141 -2401.000000000000
 191 190 -2401.000000000000
 191 191 9604.000000000000
 191 192 -2401.000000000000
 191 241 -2401.000000000000
 192 142 -2401.000000000000
 192 191 -2401.000000000000
 192 192 9604.000000000000
 192 193 -2401.000000000000
 192 242 -2401.000000000000
 193 143 -2401.000000000000
 193 192 -2401.000000000000
 193 193 9604.000000000000
 193 194 -2401.000000000000
 193 243 -2401.000000000000
 194 144 -2401.000000000000
 194 193 -2401.000000000000
 194 194 9604.000000000000
 194 195 -2401.000000000000
 194 244 -2401.000000000000
 195 145 -2401.000000000000
 195 194 -2401.000000000000
 195 195 9604.000000000000
 195 196 -2401.000000000000
 195 245 -2401.000000000000
 196 146 -2401.000000000000
 196 195 -2401.000000000000
 196 196 9604.000000000000
 196 197 -2401.000000000000
 196 246 -2401.000000000000
 197 147 -2401.000000000000
 197 196 -2401.000000000000
 197 197 9604.000000000000
 197 198 -2401.000000000000
 197 247 -2401.000000000000
 198 148 -2401.000000000000
 198 197 -2401.000000000000
 198 198 9604.000000000000
 198 199 -2401.000000000000
 198 248 -2401.000000000000
 199 149 -2401.000000000000
 199 198 -2401.000000000000
 199 199 9604.000000000000
 199 249 -2401.000000000000
 200 200 1.000000000000000
 201 201 1.000000000000000
 202 152 -2401.000000000000
 202 202 9604.000000000000
 202 203 -2401.000000000000
 202 252 -2401.000000000000
 203 153 -2401.000000000000
 203 202 -2401.000000000000
 203 203 9604.000000000000
 203 204 -2401.000000000000
 203 253 -2401.000000000000
 204 154 -2401.000000000000
 204 203 -2401.000000000000
 204 204 9604.000000000000
 204 205 -2401.000000000000
 204 254 -2401.000000000000
 205 155 -2401.000000000000
 205 204 -2401.000000000000
 205 205 9604.000000000000
 205 206 -2401.000000000000
 205 255 -2401.000000000000
 206 156 -2401.000000000000
 206 205 -2401.000000000000
 206 206 9604.000000000000
 206 207 -2401.000000000000
 206 256 -2401.000000000000
 207 157 -2401.000000000000
 207 206 -2401.000000000000
 207 207 9604.000000000000
 207 208 -2401.000000000000
 207 257 -2401.000000000000
 208 158 -2401.000000000000
 208 207 -2401.000000000000
 208 208 9604.000000000000
 208 209 -2401.000000000000
 208 258 -2401.000000000000
 209 159 -2401.000000000000
 209 208 -2401.000000000000
 209 209 9604.000000000000
 209 210 -2401.000000000000
 209 259 -2401.000000000000
 210 160 -2401.000000000000
 210 209 -2401.000000000000
 210 210 9604.000000000000
 210 211 -2401.000000000000
 210 260 -2401.000000000000
 211 161 -2401.000000000000
 211 210 -2401.000000000000
 211 211 9604.000000000000
 211 212 -2401.000000000000
 211 261 -2401.000000000000
 212 162 -2401.000000000000
 212 211 -2401.000000000000
 212 212 9604.000000000000
 212 213 -2401.000000000000
 212 262 -2401.000000000000
 213 163 -2401.000000000000
 213 212 -2401.000000000000
 213 213 9604.000000000000
 213 214 -2401.000000000000
 213 263 -2401.000000000000
 214 164 -2401.000000000000
 214 213 -2401.000000000000
 214 214 9604.000000000000
 214 215 -2401.000000000000
 214 264 -2401.000000000000
 215 165 -2401.000000000000
 215 214 -2401.000000000000
 215 215 9604.000000000000
 215 216 -2401.000000000000
 215 265 -2401.000000000000
 216 166 -2401.000000000000
 216 215 -2401.000000000000
 216 216 9604.000000000000
 216 217 -2401.000000000000
 216 266 -2401.000000000000
 217 167 -2401.000000000000
 217 216 -2401.000000000000
 217 217 9604.000000000000
 217 218 -2401.000000000000
 217 267 -2401.000000000000
 218 168 -2401.000000000000
 218 217 -2401.000000000000
 218 218 9604.000000000000
 218 219 -2401.000000000000
 218 268 -2401.000000000000
 219 169 -2401.000000000000
 219 218 -2401.000000000000
 219 219 9604.000000000000
 219 220 -2401.000000000000
 219 269 -2401.000000000000
 220 170 -2401.000000000000
 220 219 -2401.000000000000
 220 220 9604.000000000000
 220 221 -2401.000000000000
 220 270 -2401.000000000000
 221 171 -2401.000000000000
 221 220 -2401.000000000000
 221 221 9604.000000000000
 221 222 -2401.000000000000
 221 271 -2401.000000000000
 222 172 -2401.000000000000
 222 221 -2401.000000000000
 222 222 9604.000000000000
 222 223 -2401.000000000000
 222 272 -2401.000000000000
 223 173 -2401.000000000000
 223 222 -2401.000000000000
 223 223 9604.000000000000
 223 224 -2401.000000000000
 223 273 -2401.000000000000
 224 174 -2401.000000000000
 224 223 -2401.000000000000
 224 224 9604.000000000000
 224 225 -2401.000000000000
 224 274 -2401.000000000000
 225 175 -2401.000000000000
 225 224 -2401.000000000000
 225 225 9604.000000000000
 225 226 -2401.000000000000
 225 275 -2401.000000000000
 226 176 -2401.000000000000
 226 225 -2401.000000000000
 226 226 9604.000000000000
 226 227 -2401.000000000000
 226 276 -2401.000000000000
 227 177 -2401.000000000000
 227 226 -2401.000000000000
 227 227 9604.000000000000
 227 228 -2401.000000000000
 227 277 -2401.000000000000
 228 178 -2401.000000000000
 228 227 -2401.000000000000
 228 228 9604.000000000000
 228 229 -2401.000000000000
 228 278 -2401.000000000000
 229 179 -2401.000000000000
 229 228 -2401.000000000000
 229 229 9604.000000000000
 229 230 -2401.000000000000
 229 279 -2401.000000000000
 230 180 -2401.000000000000
 230 229 -2401.000000000000
 230 230 9604.000000000000
 230 231 -2401.000000000000
 230 280 -2401.000000000000
 231 181 -2401.000000000000
 231 230 -2401.000000000000
 231 231 9604.000000000000
 231 232 -2401.000000000000
 231 281 -2401.000000000000
 232 182 -2401.000000000000
 232 231 -2401.000000000000
 232 232 9604.000000000000
 232 233 -2401.000000000000
 232 282 -2401.000000000000
 233 183 -2401.000000000000
 233 232 -2401.000000000000
 233 233 9604.000000000000
 233 234 -2401.000000000000
 233 283 -2401.000000000000
 234 184 -2401.000000000000
 234 233 -2401.000000000000
 234 234 9604.000000000000
 234 235 -2401.000000000000
 234 284 -2401.000000000000
 235 185 -2401.000000000000
 235 234 -2401.000000000000
 235 235 9604.000000000000
 235 236 -2401.000000000000
 235 285 -2401.000000000000
 236 186 -2401.000000000000
 236 235 -2401.000000000000
 236 236 9604.000000000000
 236 237 -2401.000000000000
 236 286 -2401.000000000000
 237 187 -2401.000000000000
 237 236 -2401.000000000000
 237 237 9604.000000000000
 237 238 -2401.000000000000
 237 287 -2401.000000000000
 238 188 -2401.000000000000
 238 237 -2401.000000000000
 238 238 9604.000000000000
 238 239 -2401.000000000000
 238 288 -2401.000000000000
 239 189 -2401.000000000000
 239 238 -2401.000000000000
 239 239 9604.000000000000
 239 240 -2401.000000000000
 239 289 -2401.000000000000
 240 190 -2401.000000000000
 240 239 -2401.000000000000
 240 240 9604.000000000000
 240 241 -2401.000000000000
 240 290 -2401.000000000000
 241 191 -2401.000000000000
 241 240 -2401.000000000000
 241 241 9604.000000000000
 241 242 -2401.000000000000
 241 291 -2401.000000000000
 242 192 -2401.000000000000
 242 241 -2401.000000000000
 242 242 9604.000000000000
 242 243 -2401.000000000000
 242 292 -2401.000000000000
 243 193 -2401.000000000000
 243 242 -2401.000000000000
 243 243 9604.000000000000
 243 244 -2401.000000000000
 243 293 -2401.000000000000
 244 194 -2401.000000000000
 244 243 -2401.000000000000
 244 244 9604.000000000000
 244 245 -2401.000000000000
 244 294 -2401.000000000000
 245 195 -2401.000000000000
 245 244 -2401.000000000000
 245 245 9604.000000000000
 245 246 -2401.000000000000
 245 295 -2401.000000000000
 246 196 -2401.000000000000
 246 245 -2401.000000000000
 246 246 9604.000000000000
 246 247 -2401.000000000000
 246 296 -2401.000000000000
 247 197 -2401.000000000000
 247 246 -2401.000000000000
 247 247 9604.000000000000
 247 248 -2401.000000000000
 247 297 -2401.000000000000
 248 198 -2401.000000000000
 248 247 -2401.000000000000
 248 248 9604.000000000000
 248 249 -2401.000000000000
 248 298 -2401.000000000000
 249 199 -2401.000000000000
 249 248 -2401.000000000000
 249 249 9604.000000000000
 249 299 -2401.000000000000
 250 250 1.000000000000000
 251 251 1.000000000000000
 252 202 -2401.000000000000
 252 252 9604.000000000000
 252 253 -2401.000000000000
 252 302 -2401.000000000000
 253 203 -2401.000000000000
 253 252 -2401.000000000000
 253 253 9604.000000000000
 253 254 -2401.000000000000
 253 303 -2401.000000000000
 254 204 -2401.000000000000
 254 253 -2401.000000000000
 254 254 9604.000000000000
 254 255 -2401.000000000000
 254 304 -2401.000000000000
 255 205 -2401.000000000000
 255 254 -2401.000000000000
 255 255 9604.000000000000
 255 256 -2401.000000000000
 255 305 -2401.000000000000
 256 206 -2401.000000000000
 256 255 -2401.000000000000
 256 256 9604.000000000000
 256 257 -2401.000000000000
 256 306 -2401.000000000000
 257 207 -2401.000000000000
 257 256 -2401.000000000000
 257 257 9604.000000000000
 257 258 -2401.000000000000
 257 307 -2401.000000000000
 258 208 -2401.000000000000
 258 257 -2401.000000000000
 258 258 9604.000000000000
 258 259 -2401.000000000000
 258 308 -2401.000000000000
 259 209 -2401.000000000000
 259 258 -2401.000000000000
 259 259 9604.000000000000
 259 260 -2401.000000000000
 259 309 -2401.000000000000
 260 210 -2401.000000000000
 260 259 -2401.000000000000
 260 260 9604.000000000000
 260 261 -2401.000000000000
 260 310 -2401.000000000000
 261 211 -2401.000000000000
 261 260 -2401.000000000000
 261 261 9604.000000000000
 261 262 -2401.000000000000
 261 311 -2401.000000000000
 262 212 -2401.000000000000
 262 261 -2401.000000000000
 262 262 9604.000000000000
 262 263 -2401.000000000000
 262 312 -2401.000000000000
