 900 3924
 88 89 -841.0000000000000
 88 118 -841.0000000000000
 89 59 -841.0000000000000
 89 88 -841.0000000000000
 89 89 3364.000000000000
 89 119 -841.0000000000000
 90 90 1.000000000000000
 91 91 1.000000000000000
 92 62 -841.0000000000000
 92 92 3364.000000000000
 92 93 -841.0000000000000
 92 122 -841.0000000000000
 93 63 -841.0000000000000
 93 92 -841.0000000000000
 93 93 3364.000000000000
 93 94 -841.0000000000000
 93 123 -841.0000000000000
 94 64 -841.0000000000000
 94 93 -841.0000000000000
 94 94 3364.000000000000
 94 95 -841.0000000000000
 94 124 -841.0000000000000
 95 65 -841.0000000000000
 95 94 -841.0000000000000
 95 95 3364.000000000000
 95 96 -841.0000000000000
 95 125 -841.0000000000000
 96 66 -841.0000000000000
 96 95 -841.0000000000000
 96 96 3364.000000000000
 96 97 -841.0000000000000
 96 126 -841.0000000000000
 97 67 -841.0000000000000
 97 96 -841.0000000000000
 97 97 3364.000000000000
 97 98 -841.0000000000000
 97 127 -841.0000000000000
 98 68 -841.0000000000000
 98 97 -841.0000000000000
 98 98 3364.000000000000
 98 99 -841.0000000000000
 98 128 -841.0000000000000
 99 69 -841.0000000000000
 99 98 -841.0000000000000
 99 99 3364.000000000000
 99 100 -841.0000000000000
 99 129 -841.0000000000000
 100 70 -841.0000000000000
 100 99 -841.0000000000000
 100 100 3364.000000000000
 100 101 -841.0000000000000
 100 130 -841.0000000000000
 101 71 -841.0000000000000
 101 100 -841.0000000000000
 101 101 3364.000000000000
 101 102 -841.0000000000000
 101 131 -841.0000000000000
 102 72 -841.0000000000000
 102 101 -841.0000000000000
 102 102 3364.000000000000
 102 103 -841.0000000000000
 102 132 -841.0000000000000
 103 73 -841.0000000000000
 103 102 -841.0000000000000
 103 103 3364.000000000000
 103 104 -841.0000000000000
 103 133 -841.0000000000000
 104 74 -841.0000000000000
 104 103 -841.0000000000000
 104 104 3364.000000000000
 104 105 -841.0000000000000
 104 134 -841.0000000000000
 105 75 -841.0000000000000
 105 104 -841.0000000000000
 105 105 3364.000000000000
 105 106 -841.0000000000000
 105 135 -841.0000000000000
 106 76 -841.0000000000000
 106 105 -841.0000000000000
 106 106 3364.000000000000
 106 107 -841.0000000000000
 106 136 -841.0000000000000
 107 77 -841.0000000000000
 107 106 -841.0000000000000
 107 107 3364.000000000000
 107 108 -841.0000000000000
 107 137 -841.0000000000000
 108 78 -841.0000000000000
 108 107 -841.0000000000000
 108 108 3364.000000000000
 108 109 -841.0000000000000
 108 138 -841.0000000000000
 109 79 -841.0000000000000
 109 108 -841.0000000000000
 109 109 3364.000000000000
 109 110 -841.0000000000000
 109 139 -841.0000000000000
 110 80 -841.0000000000000
 110 109 -841.0000000000000
 110 110 3364.000000000000
 110 111 -841.0000000000000
 110 140 -841.0000000000000
 111 81 -841.0000000000000
 111 110 -841.0000000000000
 111 111 3364.000000000000
 111 112 -841.0000000000000
 111 141 -841.0000000000000
 112 82 -841.0000000000000
 112 111 -841.0000000000000
 112 112 3364.000000000000
 112 113 -841.0000000000000
 112 142 -841.0000000000000
 113 83 -841.0000000000000
 113 112 -841.0000000000000
 113 113 3364.000000000000
 113 114 -841.0000000000000
 113 143 -841.0000000000000
 114 84 -841.0000000000000
 114 113 -841.0000000000000
 114 114 3364.000000000000
 114 115 -841.0000000000000
 114 144 -841.0000000000000
 115 85 -841.0000000000000
 115 114 -841.0000000000000
 115 115 3364.000000000000
 115 116 -841.0000000000000
 115 145 -841.0000000000000
 116 86 -841.0000000000000
 116 115 -841.0000000000000
 116 116 3364.000000000000
 116 117 -841.0000000000000
 116 146 -841.0000000000000
 117 87 -841.0000000000000
 117 116 -841.0000000000000
 117 117 3364.000000000000
 117 118 -841.0000000000000
 117 147 -841.0000000000000
 118 88 -841.0000000000000
 118 117 -841.0000000000000
 118 118 3364.000000000000
 118 119 -841.0000000000000
 118 148 -841.0000000000000
 119 89 -841.0000000000000
 119 118 -841.0000000000000
 119 119 3364.000000000000
 119 149 -841.0000000000000
 120 120 1.000000000000000
 121 121 1.000000000000000
 122 92 -841.0000000000000
 122 122 3364.000000000000
 122 123 -841.0000000000000
 122 152 -841.0000000000000
 123 93 -841.0000000000000
 123 122 -841.0000000000000
 123 123 3364.000000000000
 123 124 -841.0000000000000
 123 153 -841.0000000000000
 124 94 -841.0000000000000
 124 123 -841.0000000000000
 124 124 3364.000000000000
 124 125 -841.0000000000000
 124 154 -841.0000000000000
 125 95 -841.0000000000000
 125 124 -841.0000000000000
 125 125 3364.000000000000
 125 126 -841.0000000000000
 125 155 -841.0000000000000
 126 96 -841.0000000000000
 126 125 -841.0000000000000
 126 126 3364.000000000000
 126 127 -841.0000000000000
 126 156 -841.0000000000000
 127 97 -841.0000000000000
 127 126 -841.0000000000000
 127 127 3364.000000000000
 127 128 -841.0000000000000
 127 157 -841.0000000000000
 128 98 -841.0000000000000
 128 127 -841.0000000000000
 128 128 3364.000000000000
 128 129 -841.0000000000000
 128 158 -841.0000000000000
 129 99 -841.0000000000000
 129 128 -841.0000000000000
 129 129 3364.000000000000
 129 130 -841.0000000000000
 129 159 -841.0000000000000
 130 100 -841.0000000000000
 130 129 -841.0000000000000
 130 130 3364.000000000000
 130 131 -841.0000000000000
 130 160 -841.0000000000000
 131 101 -841.0000000000000
 131 130 -841.0000000000000
 131 131 3364.000000000000
 131 132 -841.0000000000000
 131 161 -841.0000000000000
 132 102 -841.0000000000000
 132 131 -841.0000000000000
 132 132 3364.000000000000
 132 133 -841.0000000000000
 132 162 -841.0000000000000
 133 103 -841.0000000000000
 133 132 -841.0000000000000
 133 133 3364.000000000000
 133 134 -841.0000000000000
 133 163 -841.0000000000000
 134 104 -841.0000000000000
 134 133 -841.0000000000000
 134 134 3364.000000000000
 134 135 -841.0000000000000
 134 164 -841.0000000000000
 135 105 -841.0000000000000
 135 134 -841.0000000000000
 135 135 3364.000000000000
 135 136 -841.0000000000000
 135 165 -841.0000000000000
 136 106 -841.0000000000000
 136 135 -841.0000000000000
 136 136 3364.000000000000
 136 137 -841.0000000000000
 136 166 -841.0000000000000
 137 107 -841.0000000000000
 137 136 -841.0000000000000
 137 137 3364.000000000000
 137 138 -841.0000000000000
 137 167 -841.0000000000000
 138 108 -841.0000000000000
 138 137 -841.0000000000000
 138 138 3364.000000000000
 138 139 -841.0000000000000
 138 168 -841.0000000000000
 139 109 -841.0000000000000
 139 138 -841.0000000000000
 139 139 3364.000000000000
 139 140 -841.0000000000000
 139 169 -841.0000000000000
 140 110 -841.0000000000000
 140 139 -841.0000000000000
 140 140 3364.000000000000
 140 141 -841.0000000000000
 140 170 -841.0000000000000
 141 111 -841.0000000000000
 141 140 -841.0000000000000
 141 141 3364.000000000000
 141 142 -841.0000000000000
 141 171 -841.0000000000000
 142 112 -841.0000000000000
 142 141 -841.0000000000000
 142 142 3364.000000000000
 142 143 -841.0000000000000
 142 172 -841.0000000000000
 143 113 -841.0000000000000
 143 142 -841.0000000000000
 143 143 3364.000000000000
 143 144 -841.0000000000000
 143 173 -841.0000000000000
 144 114 -841.0000000000000
 144 143 -841.0000000000000
 144 144 3364.000000000000
 144 145 -841.0000000000000
 144 174 -841.0000000000000
 145 115 -841.0000000000000
 145 144 -841.0000000000000
 145 145 3364.000000000000
 145 146 -841.0000000000000
 145 175 -841.0000000000000
 146 116 -841.0000000000000
 146 145 -841.0000000000000
 146 146 3364.000000000000
 146 147 -841.0000000000000
 146 176 -841.0000000000000
 147 117 -841.0000000000000
 147 146 -841.0000000000000
 147 147 3364.000000000000
 147 148 -841.0000000000000
 147 177 -841.0000000000000
 148 118 -841.0000000000000
 148 147 -841.0000000000000
 148 148 3364.000000000000
 148 149 -841.0000000000000
 148 178 -841.0000000000000
 149 119 -841.0000000000000
 149 148 -841.0000000000000
 149 149 3364.000000000000
 149 179 -841.0000000000000
 150 150 1.000000000000000
 151 151 1.000000000000000
 152 122 -841.0000000000000
 152 152 3364.000000000000
 152 153 -841.0000000000000
 152 182 -841.0000000000000
 153 123 -841.0000000000000
 153 152 -841.0000000000000
 153 153 3364.000000000000
 153 154 -841.0000000000000
 153 183 -841.0000000000000
 154 124 -841.0000000000000
 154 153 -841.0000000000000
 154 154 3364.000000000000
 154 155 -841.0000000000000
 154 184 -841.0000000000000
 155 125 -841.0000000000000
 155 154 -841.0000000000000
 155 155 3364.000000000000
 155 156 -841.0000000000000
 155 185 -841.0000000000000
 156 126 -841.0000000000000
 156 155 -841.0000000000000
 156 156 3364.000000000000
 156 157 -841.0000000000000
 156 186 -841.0000000000000
 157 127 -841.0000000000000
 157 156 -841.0000000000000
 157 157 3364.000000000000
 157 158 -841.0000000000000
 157 187 -841.0000000000000
 158 128 -841.0000000000000
 158 157 -841.0000000000000
 158 158 3364.000000000000
 158 159 -841.0000000000000
 158 188 -841.0000000000000
 159 129 -841.0000000000000
 159 158 -841.0000000000000
 159 159 3364.000000000000
 159 160 -841.0000000000000
 159 189 -841.0000000000000
 160 130 -841.0000000000000
 160 159 -841.0000000000000
 160 160 3364.000000000000
 160 161 -841.0000000000000
 160 190 -841.0000000000000
 161 131 -841.0000000000000
 161 160 -841.0000000000000
 161 161 3364.000000000000
 161 162 -841.0000000000000
 161 191 -841.0000000000000
 162 132 -841.0000000000000
 162 161 -841.0000000000000
 162 162 3364.000000000000
 162 163 -841.0000000000000
 162 192 -841.0000000000000
 163 133 -841.0000000000000
 163 162 -841.0000000000000
 163 163 3364.000000000000
 163 164 -841.0000000000000
 163 193 -841.0000000000000
 164 134 -841.0000000000000
 164 163 -841.0000000000000
 164 164 3364.000000000000
 164 165 -841.0000000000000
 164 194 -841.0000000000000
 165 135 -841.0000000000000
 165 164 -841.0000000000000
 165 165 3364.000000000000
 165 166 -841.0000000000000
 165 195 -841.0000000000000
 166 136 -841.0000000000000
 166 165 -841.0000000000000
 166 166 3364.000000000000
 166 167 -841.0000000000000
 166 196 -841.0000000000000
 167 137 -841.0000000000000
 167 166 -841.0000000000000
 167 167 3364.000000000000
 167 168 -841.0000000000000
 167 197 -841.0000000000000
 168 138 -841.0000000000000
 168 167 -841.0000000000000
 168 168 3364.000000000000
 168 169 -841.0000000000000
 168 198 -841.0000000000000
 169 139 -841.0000000000000
 169 168 -841.0000000000000
 169 169 3364.000000000000
 169 170 -841.0000000000000
 169 199 -841.0000000000000
 170 140 -841.0000000000000
 170 169 -841.0000000000000
 170 170 3364.000000000000
 170 171 -841.0000000000000
 170 200 -841.0000000000000
 171 141 -841.0000000000000
 171 170 -841.0000000000000
 171 171 3364.000000000000
 171 172 -841.0000000000000
 171 201 -841.0000000000000
 172 142 -841.0000000000000
 172 171 -841.0000000000000
 172 172 3364.000000000000
 172 173 -841.0000000000000
 172 202 -841.0000000000000
 173 143 -841.0000000000000
 173 172 -841.0000000000000
 173 173 3364.000000000000
 173 174 -841.0000000000000
 173 203 -841.0000000000000
 174 144 -841.0000000000000
 174 173 -841.0000000000000
 174 174 3364.000000000000
 174 175 -841.0000000000000
 174 204 -841.0000000000000
 175 145 -841.0000000000000
 175 174 -841.0000000000000
 175 175 3364.000000000000
 175 176 -841.0000000000000
 175 205 -841.0000000000000
 176 146 -841.0000000000000
 176 175 -841.0000000000000
 176 176 3364.000000000000
 176 177 -841.0000000000000
 176 206 -841.0000000000000
 177 147 -841.0000000000000
 177 176 -841.0000000000000
 177 177 3364.000000000000
 177 178 -841.0000000000000
 177 207 -841.0000000000000
 178 148 -841.0000000000000
 178 177 -841.0000000000000
 178 178 3364.000000000000
 178 179 -841.0000000000000
 178 208 -841.0000000000000
 179 149 -841.0000000000000
 179 178 -841.0000000000000
 179 179 3364.000000000000
 179 209 -841.0000000000000
 180 180 1.000000000000000
 181 181 1.000000000000000
 182 152 -841.0000000000000
 182 182 3364.000000000000
 182 183 -841.0000000000000
 182 212 -841.0000000000000
 183 153 -841.0000000000000
 183 182 -841.0000000000000
 183 183 3364.000000000000
 183 184 -841.0000000000000
 183 213 -841.0000000000000
 184 154 -841.0000000000000
 184 183 -841.0000000000000
 184 184 3364.000000000000
 184 185 -841.0000000000000
 184 214 -841.0000000000000
 185 155 -841.0000000000000
 185 184 -841.0000000000000
 185 185 3364.000000000000
 185 186 -841.0000000000000
 185 215 -841.0000000000000
 186 156 -841.0000000000000
 186 185 -841.0000000000000
 186 186 3364.000000000000
 186 187 -841.0000000000000
 186 216 -841.0000000000000
 187 157 -841.0000000000000
 187 186 -841.0000000000000
 187 187 3364.000000000000
 187 188 -841.0000000000000
 187 217 -841.0000000000000
 188 158 -841.0000000000000
 188 187 -841.0000000000000
 188 188 3364.000000000000
 188 189 -841.0000000000000
 188 218 -841.0000000000000
 189 159 -841.0000000000000
 189 188 -841.0000000000000
 189 189 3364.000000000000
 189 190 -841.0000000000000
 189 219 -841.0000000000000
 190 160 -841.0000000000000
 190 189 -841.0000000000000
 190 190 3364.000000000000
 190 191 -841.0000000000000
 190 220 -841.0000000000000
 191 161 -841.0000000000000
 191 190 -841.0000000000000
 191 191 3364.000000000000
 191 192 -841.0000000000000
 191 221 -841.0000000000000
 192 162 -841.0000000000000
 192 191 -841.0000000000000
 192 192 3364.000000000000
 192 193 -841.0000000000000
 192 222 -841.0000000000000
 193 163 -841.0000000000000
 193 192 -841.0000000000000
 193 193 3364.000000000000
 193 194 -841.0000000000000
 193 223 -841.0000000000000
 194 164 -841.0000000000000
 194 193 -841.0000000000000
 194 194 3364.000000000000
 194 195 -841.0000000000000
 194 224 -841.0000000000000
 195 165 -841.0000000000000
 195 194 -841.0000000000000
 195 195 3364.000000000000
 195 196 -841.0000000000000
 195 225 -841.0000000000000
 196 166 -841.0000000000000
 196 195 -841.0000000000000
 196 196 3364.000000000000
 196 197 -841.0000000000000
 196 226 -841.0000000000000
 197 167 -841.0000000000000
 197 196 -841.0000000000000
 197 197 3364.000000000000
 197 198 -841.0000000000000
 197 227 -841.0000000000000
 198 168 -841.0000000000000
 198 197 -841.0000000000000
 198 198 3364.000000000000
 198 199 -841.0000000000000
 198 228 -841.0000000000000
 199 169 -841.0000000000000
 199 198 -841.0000000000000
 199 199 3364.000000000000
 199 200 -841.0000000000000
 199 229 -841.0000000000000
 200 170 -841.0000000000000
 200 199 -841.0000000000000
 200 200 3364.000000000000
 200 201 -841.0000000000000
 200 230 -841.0000000000000
 201 171 -841.0000000000000
 201 200 -841.0000000000000
 201 201 3364.000000000000
 201 202 -841.0000000000000
 201 231 -841.0000000000000
 202 172 -841.0000000000000
 202 201 -841.0000000000000
 202 202 3364.000000000000
 202 203 -841.0000000000000
 202 232 -841.0000000000000
 203 173 -841.0000000000000
 203 202 -841.0000000000000
 203 203 3364.000000000000
 203 204 -841.0000000000000
 203 233 -841.0000000000000
 204 174 -841.0000000000000
 204 203 -841.0000000000000
 204 204 3364.000000000000
 204 205 -841.0000000000000
 204 234 -841.0000000000000
 205 175 -841.0000000000000
 205 204 -841.0000000000000
 205 205 3364.000000000000
 205 206 -841.0000000000000
 205 235 -841.0000000000000
 206 176 -841.0000000000000
 206 205 -841.0000000000000
 206 206 3364.000000000000
 206 207 -841.0000000000000
 206 236 -841.0000000000000
 207 177 -841.0000000000000
 207 206 -841.0000000000000
 207 207 3364.000000000000
 207 208 -841.0000000000000
 207 237 -841.0000000000000
 208 178 -841.0000000000000
 208 207 -841.0000000000000
 208 208 3364.000000000000
 208 209 -841.0000000000000
 208 238 -841.0000000000000
 209 179 -841.0000000000000
 209 208 -841.0000000000000
 209 209 3364.000000000000
 209 239 -841.0000000000000
 210 210 1.000000000000000
 211 211 1.000000000000000
 212 182 -841.0000000000000
 212 212 3364.000000000000
 212 213 -841.0000000000000
 212 242 -841.0000000000000
 213 183 -841.0000000000000
 213 212 -841.0000000000000
 213 213 3364.000000000000
 213 214 -841.0000000000000
 213 243 -841.0000000000000
 214 184 -841.0000000000000
 214 213 -841.0000000000000
 214 214 3364.000000000000
 214 215 -841.0000000000000
 214 244 -841.0000000000000
 215 185 -841.0000000000000
 215 214 -841.0000000000000
 215 215 3364.000000000000
 215 216 -841.0000000000000
 215 245 -841.0000000000000
 216 186 -841.0000000000000
 216 215 -841.0000000000000
 216 216 3364.000000000000
 216 217 -841.0000000000000
 216 246 -841.0000000000000
 217 187 -841.0000000000000
 217 216 -841.0000000000000
 217 217 3364.000000000000
 217 218 -841.0000000000000
 217 247 -841.0000000000000
 218 188 -841.0000000000000
 218 217 -841.0000000000000
 218 218 3364.000000000000
 218 219 -841.0000000000000
 218 248 -841.0000000000000
 219 189 -841.0000000000000
 219 218 -841.0000000000000
 219 219 3364.000000000000
 219 220 -841.0000000000000
 219 249 -841.0000000000000
 220 190 -841.0000000000000
 220 219 -841.0000000000000
 220 220 3364.000000000000
 220 221 -841.0000000000000
 220 250 -841.0000000000000
 221 191 -841.0000000000000
 221 220 -841.0000000000000
 221 221 3364.000000000000
 221 222 -841.0000000000000
 221 251 -841.0000000000000
 222 192 -841.0000000000000
 222 221 -841.0000000000000
 222 222 3364.000000000000
 222 223 -841.0000000000000
 222 252 -841.0000000000000
 223 193 -841.0000000000000
 223 222 -841.0000000000000
 223 223 3364.000000000000
 223 224 -841.0000000000000
 223 253 -841.0000000000000
 224 194 -841.0000000000000
 224 223 -841.0000000000000
 224 224 3364.000000000000
 224 225 -841.0000000000000
 224 254 -841.0000000000000
 225 195 -841.0000000000000
 225 224 -841.0000000000000
 225 225 3364.000000000000
 225 226 -841.0000000000000
 225 255 -841.0000000000000
 226 196 -841.0000000000000
 226 225 -841.0000000000000
 226 226 3364.000000000000
 226 227 -841.0000000000000
 226 256 -841.0000000000000
 227 197 -841.0000000000000
 227 226 -841.0000000000000
 227 227 3364.000000000000
 227 228 -841.0000000000000
 227 257 -841.0000000000000
 228 198 -841.0000000000000
 228 227 -841.0000000000000
 228 228 3364.000000000000
 228 229 -841.0000000000000
 228 258 -841.0000000000000
 229 199 -841.0000000000000
 229 228 -841.0000000000000
 229 229 3364.000000000000
 229 230 -841.0000000000000
 229 259 -841.0000000000000
 230 200 -841.0000000000000
 230 229 -841.0000000000000
 230 230 3364.000000000000
 230 231 -841.0000000000000
 230 260 -841.0000000000000
 231 201 -841.0000000000000
 231 230 -841.0000000000000
 231 231 3364.000000000000
 231 232 -841.0000000000000
 231 261 -841.0000000000000
 232 202 -841.0000000000000
 232 231 -841.0000000000000
 232 232 3364.000000000000
 232 233 -841.0000000000000
 232 262 -841.0000000000000
 233 203 -841.0000000000000
 233 232 -841.0000000000000
 233 233 3364.000000000000
 233 234 -841.0000000000000
 233 263 -841.0000000000000
 234 204 -841.0000000000000
 234 233 -841.0000000000000
 234 234 3364.000000000000
 234 235 -841.0000000000000
 234 264 -841.0000000000000
 235 205 -841.0000000000000
 235 234 -841.0000000000000
 235 235 3364.000000000000
 235 236 -841.0000000000000
 235 265 -841.0000000000000
 236 206 -841.0000000000000
 236 235 -841.0000000000000
 236 236 3364.000000000000
 236 237 -841.0000000000000
 236 266 -841.0000000000000
 237 207 -841.0000000000000
 237 236 -841.0000000000000
 237 237 3364.000000000000
 237 238 -841.0000000000000
 237 267 -841.0000000000000
 238 208 -841.0000000000000
 238 237 -841.0000000000000
 238 238 3364.000000000000
 238 239 -841.0000000000000
 238 268 -841.0000000000000
 239 209 -841.0000000000000
 239 238 -841.0000000000000
 239 239 3364.000000000000
 239 269 -841.0000000000000
 240 240 1.000000000000000
 241 241 1.000000000000000
 242 212 -841.0000000000000
 242 242 3364.000000000000
 242 243 -841.0000000000000
 242 272 -841.0000000000000
 243 213 -841.0000000000000
 243 242 -841.0000000000000
 243 243 3364.000000000000
 243 244 -841.0000000000000
 243 273 -841.0000000000000
 244 214 -841.0000000000000
 244 243 -841.0000000000000
 244 244 3364.000000000000
 244 245 -841.0000000000000
 244 274 -841.0000000000000
 245 215 -841.0000000000000
 245 244 -841.0000000000000
 245 245 3364.000000000000
 245 246 -841.0000000000000
 245 275 -841.0000000000000
 246 216 -841.0000000000000
 246 245 -841.0000000000000
 246 246 3364.000000000000
 246 247 -841.0000000000000
 246 276 -841.0000000000000
 247 217 -841.0000000000000
 247 246 -841.0000000000000
 247 247 3364.000000000000
 247 248 -841.0000000000000
 247 277 -841.0000000000000
 248 218 -841.0000000000000
 248 247 -841.0000000000000
 248 248 3364.000000000000
 248 249 -841.0000000000000
